Hawaii Ocean Time-series : 09-May-2023 02:16:39
https://hahana.soest.hawaii.edu/hot/hot-dogs/bextraction.html

botid, date, time, press, hbact, 
#, mmddyy, hhmmss, dbar, #*1e5/ml, 
0220201407, 122090, 063251,  101.8,  2.890,
0220201403, 122090, 062911,  122.0,  2.330,
0220201401, 122090, 062707,  144.9,  1.506,
0220201509, 122090, 101403,    7.7,  3.363,
0220201506, 122090, 101056,   26.1,  3.926,
0220201504, 122090, 100904,   52.4,  3.877,
0220201503, 122090, 100742,   77.6,  3.692,
0230200515, 020391, 155405,    6.7,  4.122,
0230200514, 020391, 155301,   26.5,  3.706,
0230200513, 020391, 155201,   46.6,  4.035,
0230200512, 020391, 155029,   79.6,  3.096,
0230200511, 020391, 154920,  104.2,  3.264,
0230200510, 020391, 154811,  113.5,  3.085,
0230200509, 020391, 154715,  119.5,  2.831,
0230200507, 020391, 154559,  130.5,  2.502,
0230200506, 020391, 154342,  162.4,  1.930,
0230200504, 020391, 154159,  185.0,  0.838,
0240200723, 030891, 224749,    4.5,  4.526,
0240200722, 030891, 224618,   31.1,  4.138,
0240200721, 030891, 224450,   49.6,  3.815,
0240200720, 030891, 224313,   72.9,  3.295,
0240200719, 030891, 224152,  101.7,  3.425,
0240200717, 030891, 223903,  124.6,  2.869,
0240200716, 030891, 223721,  139.5,  2.427,
0240200714, 030891, 223433,  147.6,  1.807,
0240200713, 030891, 223322,  156.0,  2.115,
0240200712, 030891, 223201,  179.9,  2.028,
0250201317, 041191, 094900,    8.2,  4.623,
0250201316, 041191, 094719,   27.7,  4.766,
0250201315, 041191, 094611,   46.9,  4.008,
0250201314, 041191, 094443,   76.9,  3.510,
0250201312, 041191, 094302,   92.1,  3.542,
0250201311, 041191, 094209,  102.2,  3.818,
0250201308, 041191, 094043,  107.2,  4.169,
0250201307, 041191, 093956,  117.0,  3.183,
0250201306, 041191, 093800,  131.4,  2.561,
0250201305, 041191, 093707,  140.5,  2.188,
0250201304, 041191, 093601,  155.7,  1.727,
0250201303, 041191, 093443,  181.0,  1.445,
0260200722, 050991, 122528,   25.4,  4.785,
0260200721, 050991, 122420,   47.7,  4.577,
0260200720, 050991, 122246,   80.5,  4.927,
0270200720, 060591, 101708,    6.1,  4.818,
0270200714, 060591, 101422,   27.4,  4.588,
0270200713, 060591, 101244,   50.5,  4.430,
0270200712, 060591, 101127,   79.8,  4.784,
0270200711, 060591, 101017,  105.8,  3.457,
0270200710, 060591, 100853,  132.1,  4.138,
0270200708, 060591, 100744,  141.0,  3.322,
0270200706, 060591, 100611,  157.1,  3.505,
0270200705, 060591, 100502,  184.4,  2.365,
0280200617, 071091, 105929,    8.8,  3.039,
0280200616, 071091, 105829,   28.1,  3.051,
0280200615, 071091, 105727,   50.0,  3.851,
0280200614, 071091, 105630,   77.5,  3.932,
0280200613, 071091, 105544,   98.0,  2.410,
0280200612, 071091, 105447,  110.0,  3.794,
0280200611, 071091, 105335,  120.2,  2.382,
0280200607, 071091, 105202,  130.9,  2.114,
0280200606, 071091, 105100,  139.0,  1.736,
0280200605, 071091, 104952,  154.7,  1.542,
0290201214, 081191, 072934,    5.8,  3.805,
0290201213, 081191, 072840,   24.9,  4.029,
0290201212, 081191, 072739,   49.4,  4.506,
0290201211, 081191, 072633,   77.2,  5.275,
0290201210, 081191, 072533,  101.8,  4.232,
0290201209, 081191, 072446,  111.8,  4.242,
0290201208, 081191, 072405,  117.0,  4.006,
0290201207, 081191, 072317,  121.5,  3.611,
0290201206, 081191, 072219,  131.2,  2.163,
0290201205, 081191, 072107,  155.1,  2.841,
0290201204, 081191, 071952,  184.1,  2.067,
0300201515, 091991, 095901,   13.5,  5.514,
0300201512, 091991, 095716,   33.1,  5.679,
0300201510, 091991, 095600,   52.2,  5.821,
0300201509, 091991, 095443,   81.6,  3.962,
0300201507, 091991, 095310,  107.3,  2.674,
0300201506, 091991, 095151,  132.5,  2.191,
0300201504, 091991, 094958,  157.6,  1.978,
0300201503, 091991, 094710,  186.2,  1.762,
0310201320, 102291, 101003,    7.2,  3.581,
0310201317, 102291, 100756,   27.2,  3.675,
0310201315, 102291, 100629,   46.8,  3.389,
0310201314, 102291, 100531,   60.1,  3.331,
0310201313, 102291, 100429,   75.4,  3.107,
0310201312, 102291, 100329,   87.8,  2.840,
0310201310, 102291, 100200,  101.0,  2.633,
0310201309, 102291, 100107,  111.8,  2.098,
0310201308, 102291, 100011,  125.4,  4.846,
0310201307, 102291, 095829,  152.3,  1.613,
0310201306, 102291, 095743,  158.9,  2.399,
0360201423, -00009, -00009,    7.3,  1.707,
0360201422, -00009, -00009,   28.1,  3.562,
0360201421, -00009, -00009,   48.1,  3.731,
0360201420, -00009, -00009,   78.6,  2.911,
0360201419, -00009, -00009,  104.4,  2.902,
0360201418, -00009, -00009,  114.5,  2.693,
0360201417, -00009, -00009,  124.5,  2.675,
0360201416, -00009, -00009,  129.3,  2.480,
0360201414, -00009, -00009,  140.0,  2.279,
0360201413, -00009, -00009,  144.4,  2.286,
0360201412, -00009, -00009,  154.3,  2.132,
0360201410, -00009, -00009,  178.7,  1.555,
0370201217, 061092, 100258,    9.0,  4.001,
0370201216, 061092, 100159,   28.8,  4.326,
0370201215, 061092, 100047,   48.4,  4.175,
0370201214, 061092, 095915,   79.0,  3.154,
0370201213, 061092, 095757,  104.4,  3.175,
0370201212, 061092, 095701,  119.3,  3.362,
0370201211, 061092, 095620,  123.7,  3.175,
0370201210, 061092, 095521,  129.0,  3.009,
0370201209, 061092, 095429,  134.0,  2.420,
0370201208, 061092, 095324,  139.0,  2.284,
0370201207, 061092, 095206,  156.5,  2.019,
0370201206, 061092, 095010,  180.3,  1.727,
0380201619, 070692, 132331,    9.6,  3.108,
0380201618, 070692, 132226,   29.3,  3.533,
0380201617, 070692, 132136,   47.5,  3.868,
0380201616, 070692, 132037,   78.4,  2.602,
0380201614, 070692, 131905,   98.8,  2.434,
0380201613, 070692, 131821,  109.0,  2.598,
0380201612, 070692, 131741,  114.1,  2.574,
0380201611, 070692, 131702,  119.0,  2.432,
0380201610, 070692, 131623,  124.8,  2.580,
0380201609, 070692, 131540,  134.9,  2.199,
0380201608, 070692, 131444,  154.6,  1.837,
0380201607, 070692, 131332,  179.0,  1.988,
0390200517, 080592, 073823,    9.8,  3.250,
0390200516, 080592, 073723,   29.9,  3.986,
0390200514, 080592, 073611,   49.0,  3.777,
0390200513, 080592, 073516,   64.5,  3.334,
0390200512, 080592, 073413,   79.7,  3.267,
0390200511, 080592, 073326,   88.8,  2.969,
0390200510, 080592, 073231,  104.4,  2.811,
0390200509, 080592, 073124,  119.7,  2.747,
0390200508, 080592, 073032,  128.6,  2.569,
0390200507, 080592, 072935,  141.0,  2.370,
0390200506, 080592, 072818,  158.6,  2.070,
0390200505, 080592, 072657,  177.3,  2.015,
0400201514, -00009, -00009,   44.9,  3.596,
0400201513, -00009, -00009,   60.1,  3.888,
0400201512, -00009, -00009,   74.1,  3.713,
0400201511, -00009, -00009,   89.3,  3.326,
0400201510, -00009, -00009,   99.6,  3.054,
0400201509, -00009, -00009,  109.5,  2.844,
0400201508, -00009, -00009,  124.7,  2.686,
0400201507, -00009, -00009,  134.7,  2.234,
0400201506, -00009, -00009,  149.9,  2.011,
0400201505, -00009, -00009,  174.8,  0.862,
0420200512, -00009, -00009,    5.0,  5.038,
0420200511, -00009, -00009,   25.0,  4.998,
0420200510, -00009, -00009,   60.0,  5.355,
0420200509, -00009, -00009,   80.0,  5.032,
0420200508, -00009, -00009,   90.0,  5.589,
0420200507, -00009, -00009,  100.0,  5.433,
0420200506, -00009, -00009,  110.0,  4.451,
0420200505, -00009, -00009,  125.0,  4.607,
0420200504, -00009, -00009,  150.0,  4.507,
0420200503, -00009, -00009,  175.0,  2.725,
0430200212, -00009, -00009,    5.0,  3.586,
0430200210, -00009, -00009,   45.0,  3.550,
0430200209, -00009, -00009,   75.0,  3.367,
0430200208, -00009, -00009,   90.0,  2.523,
0430200207, -00009, -00009,  100.0,  3.353,
0430200206, -00009, -00009,  110.0,  3.104,
0430200205, -00009, -00009,  120.0,  2.862,
0430200204, -00009, -00009,  130.0,  2.601,
0430200203, -00009, -00009,  140.0,  2.405,
0430200202, -00009, -00009,  150.0,  2.209,
0440201312, 012193, 114728,    5.2,  2.625,
0440201311, 012193, 114612,   24.7,  3.184,
0440201310, 012193, 114512,   43.4,  2.572,
0440201309, 012193, 114355,   74.6,  2.775,
0440201308, 012193, 114258,   90.0,  3.124,
0440201306, 012193, 114106,  113.4,  2.181,
0440201305, 012193, 114002,  124.5,  2.033,
0440201304, 012193, 113843,  150.9,  1.909,
0440201303, 012193, 113719,  176.5,  1.409,
0450201521, -00009, -00009,    5.8,  3.828,
0450201520, -00009, -00009,   26.1,  3.619,
0450201519, -00009, -00009,   46.0,  4.040,
0450201518, -00009, -00009,   64.9,  5.210,
0450201517, -00009, -00009,   71.0,  3.920,
0450201516, 021893, 094807,   75.5,  3.890,
0450201515, 021893, 094627,   85.2,  4.238,
0450201514, 021893, 094501,   95.2,  5.020,
0450201513, 021893, 094357,  105.2,  5.080,
0450201512, 021893, 094300,  125.2,  3.446,
0450201511, 021893, 094205,  150.9,  5.717,
0450201510, 021893, 094111,  176.6,  2.561,
0460200924, 041593, 074146,    5.8,  4.794,
0460200923, 041593, 073917,   23.7,  4.712,
0460200922, 041593, 073706,   43.8,  4.848,
0460200921, 041593, 073446,   74.2,  4.068,
0460200920, 041593, 073259,   89.6,  4.166,
0460200919, 041593, 073056,  100.2,  4.203,
0460200918, 041593, 072907,  103.7,  4.005,
0460200917, 041593, 072714,  109.2,  3.991,
0460200911, 041593, 071518,  119.5,  4.132,
0460200909, 041593, 071047,  135.1,  4.652,
0460200908, 041593, 070838,  149.8,  3.836,
0460200903, 041593, 065936,  173.1,  2.809,
0470200323, 052093, 075043,   24.5,  6.011,
0470200322, 052093, 074926,   45.1,  7.098,
0470200321, 052093, 074754,   75.7,  7.158,
0470200320, 052093, 074629,  100.7,  7.087,
0470200319, 052093, 074528,  109.4,  6.118,
0470200318, 052093, 074420,  119.2,  4.993,
0470200317, 052093, 074250,  128.8,  5.911,
0470200316, 052093, 074152,  135.1,  5.584,
0470200310, 052093, 073817,  144.1,  4.809,
0470200309, 052093, 073646,  160.8,  4.628,
0470200308, 052093, 073515,  174.7,  5.266,
0490201723, 091593, 100623,    5.2,  2.058,
0490201721, 091593, 100432,   25.1,  1.926,
0490201719, 091593, 100239,   46.2,  2.528,
0490201716, 091593, 095929,   76.0,  2.497,
0490201714, 091593, 095653,  100.7,  1.902,
0490201713, 091593, 095515,  115.9,  2.519,
0490201712, 091593, 095338,  120.7,  2.335,
0490201711, 091593, 095228,  125.9,  1.932,
0490201710, 091593, 095104,  130.1,  2.424,
0490201709, 091593, 094929,  139.9,  2.395,
0490201708, 091593, 094803,  149.8,  2.345,
0490201706, 091593, 094559,  175.6,  2.553,
0500201419, 103093, 092427,    5.7,  6.325,
0500201418, 103093, 092246,   25.8,  4.429,
0500201417, 103093, 092106,   47.4,  4.004,
0500201415, 103093, 091825,   74.4,  3.973,
0500201414, 103093, 091652,   90.0,  3.321,
0500201413, 103093, 091531,  100.4,  2.993,
0500201411, 103093, 091254,  115.6,  2.845,
0500201410, 103093, 091128,  119.7,  2.555,
0500201409, 103093, 091009,  125.6,  2.305,
0500201408, 103093, 090837,  137.1,  1.779,
0500201407, 103093, 090700,  151.7,  1.497,
0500201406, 103093, 090507,  175.1,  1.374,
0510201317, 012194, 134205,    7.1,  3.175,
0510201315, 012194, 134004,   27.0,  3.310,
0510201314, 012194, 133847,   46.3,  3.512,
0510201312, 012194, 133607,   75.0,  3.386,
0510201311, 012194, 133448,   89.6,  3.393,
0510201310, 012194, 133335,  100.1,  3.325,
0510201309, 012194, 133208,  116.0,  3.150,
0510201308, 012194, 133058,  126.1,  2.867,
0510201307, 012194, 132951,  135.3,  2.367,
0510201306, 012194, 132820,  148.8,  2.010,
0510201305, 012194, 132635,  173.7,  1.480,
0520201316, 021894, 084037,    6.3,  4.777,
0520201315, 021894, 083907,   25.8,  4.811,
0520201314, 021894, 083738,   44.2,  4.772,
0520201313, 021894, 083603,   60.5,  4.759,
0520201312, 021894, 083438,   77.5,  5.035,
0520201311, 021894, 083342,   86.1,  5.529,
0520201310, 021894, 083222,  102.1,  5.126,
0520201309, 021894, 083058,  126.4,  5.108,
0520201308, 021894, 082956,  135.6,  5.100,
0520201307, 021894, 082843,  149.8,  4.755,
0520201306, 021894, 082712,  174.0,  4.126,
0520201305, 021894, 082526,  191.9,  2.442,
0530201516, 031094, 085819,    4.5,  5.301,
0530201515, 031094, 085707,   24.4,  5.777,
0530201514, 031094, 085604,   44.5,  5.624,
0530201513, 031094, 085457,   74.7,  5.379,
0530201512, 031094, 085345,   99.4,  4.797,
0530201511, 031094, 085213,  124.6,  4.754,
0530201510, 031094, 085103,  141.0,  4.342,
0530201509, 031094, 085009,  145.1,  4.323,
0530201508, 031094, 084919,  150.0,  3.439,
0530201507, 031094, 084827,  154.6,  4.095,
0530201506, 031094, 084732,  160.5,  3.878,
0530201505, 031094, 084637,  176.1,  3.436,
0540200415, 061894, 203509,    5.1,  3.766,
0540200414, 061894, 203329,   24.0,  3.904,
0540200413, 061894, 203143,   44.4,  4.053,
0540200412, 061894, 202924,   74.9,  3.459,
0540200411, 061894, 202719,   98.7,  3.674,
0540200410, 061894, 202711,   98.7,  3.657,
0540200409, 061894, 202510,  126.0,  3.346,
0540200408, 061894, 202329,  140.4,  3.707,
0540200407, 061894, 202156,  150.0,  3.594,
0540200406, 061894, 202004,  160.3,  3.234,
0540200405, 061894, 201825,  175.1,  2.688,
0550201312, 072694, 121000,    5.2,  4.289,
0550201311, 072694, 120824,   24.9,  4.147,
0550201310, 072694, 120645,   43.6,  5.272,
0550201309, 072694, 120516,   74.6,  3.356,
0550201308, 072694, 120326,  100.6,  2.970,
0550201307, 072694, 120156,  109.9,  2.969,
0550201306, 072694, 120028,  123.8,  2.658,
0550201305, 072694, 115806,  150.5,  2.257,
0550201304, 072694, 115602,  173.7,  1.690,
0560201424, 083194, 101551,    5.1,  4.591,
0560201423, 083194, 101438,    9.9,  4.719,
0560201422, 083194, 101311,   25.4,  4.545,
0560201421, 083194, 101144,   34.5,  4.486,
0560201420, 083194, 101014,   45.0,  4.669,
0560201419, 083194, 100843,   59.8,  6.651,
0560201418, 083194, 100705,   74.4,  4.126,
0560201416, 083194, 100402,  100.2,  3.619,
0560201412, 083194, 095853,  149.6,  2.507,
0560201411, 083194, 095718,  165.6,  2.705,
0560201410, 083194, 095608,  174.8,  2.514,
0570201216, 092494, 080853,    5.7,  5.659,
0570201214, 092494, 080720,   25.5,  5.215,
0570201213, 092494, 080536,   45.7,  5.168,
0570201212, 092494, 080321,   75.6,  4.713,
0570201211, 092494, 080221,   85.3,  4.663,
0570201210, 092494, 080122,   95.3,  4.407,
0570201209, 092494, 080027,  100.5,  4.498,
0570201208, 092494, 075932,  111.7,  3.591,
0570201207, 092494, 075818,  126.1,  2.994,
0570201206, 092494, 075703,  150.9,  2.497,
0570201205, 092494, 075551,  174.6,  1.863,
0580201512, 101694, 111329,    5.0,  3.743,
0580201511, 101694, 111154,   24.5,  3.914,
0580201510, 101694, 111020,   45.6,  3.783,
0580201509, 101694, 110829,   75.5,  3.980,
0580201508, 101694, 110651,  101.2,  3.721,
0580201507, 101694, 110512,  125.8,  2.532,
0580201506, 101694, 110329,  151.7,  2.238,
0580201505, 101694, 110137,  177.8,  1.823,
0590200615, 112094, 104440,    5.6,  3.860,
0590200614, 112094, 104245,   26.1,  3.680,
0590200613, 112094, 104124,   45.9,  3.939,
0590200612, 112094, 103940,   76.1,  3.641,
0590200611, 112094, 103831,   90.1,  3.855,
0590200610, 112094, 103728,   99.4,  3.569,
0590200609, 112094, 103625,  109.9,  3.134,
0590200608, 112094, 103511,  128.6,  2.870,
0590200607, 112094, 103245,  149.4,  2.097,
0590200606, 112094, 103116,  175.9,  1.139,
0600200616, 020795, 091418,    5.6,  4.105,
0600200614, 020795, 091236,   24.5,  4.190,
0600200613, 020795, 091056,   44.8,  4.283,
0600200612, 020795, 090835,   75.7,  4.409,
0600200611, 020795, 090629,  101.2,  4.127,
0600200610, 020795, 090507,  114.2,  3.811,
0600200609, 020795, 090353,  123.9,  3.513,
0600200608, 020795, 090257,  134.3,  3.226,
0600200607, 020795, 090202,  140.8,  3.017,
0600200606, 020795, 090059,  150.9,  2.508,
0600200605, 020795, 085929,  174.6,  1.879,
0610201312, 030595, 114219,    4.8,  3.786,
0610201311, 030595, 114027,   25.4,  4.188,
0610201310, 030595, 113845,   44.8,  3.285,
0610201309, 030595, 113709,   74.5,  3.511,
0610201308, 030595, 113520,  100.8,  2.959,
0610201307, 030595, 113314,  124.3,  2.129,
0610201306, 030595, 113126,  150.6,  1.682,
0610201305, 030595, 112911,  174.0,  1.564,
0620201415, 040795, 100406,    4.7,  4.233,
0620201414, 040795, 100230,   24.5,  3.566,
0620201413, 040795, 100055,   44.4,  4.061,
0620201412, 040795, 095858,   74.2,  4.070,
0620201411, 040795, 095719,  100.6,  3.563,
0620201410, 040795, 095440,  125.8,  3.489,
0620201409, 040795, 095327,  134.3,  2.972,
0620201408, 040795, 095221,  137.5,  3.018,
0620201407, 040795, 095049,  145.4,  2.954,
0620201406, 040795, 094950,  149.5,  2.752,
0620201405, 040795, 094753,  174.6,  2.858,
0630201317, 050895, 091727,    4.9,  4.133,
0630201315, 050895, 091548,   24.5,  4.641,
0630201314, 050895, 091400,   45.2,  4.568,
0630201313, 050895, 091227,   75.0,  4.889,
0630201312, 050895, 091102,   99.4,  5.028,
0630201311, 050895, 091006,  110.0,  4.368,
0630201310, 050895, 090918,  115.2,  4.028,
0630201309, 050895, 090824,  120.1,  4.179,
0630201308, 050895, 090729,  125.0,  4.285,
0630201307, 050895, 090554,  150.6,  3.638,
0630201306, 050895, 090427,  175.7,  2.663,
0640201518, 073195, 180223,    4.3,  6.006,
0640201516, 073195, 180048,   25.0,  6.062,
0640201514, 073195, 175858,   39.9,  6.268,
0640201513, 073195, 175709,   59.6,  4.376,
0640201512, 073195, 175502,   79.1,  4.083,
0640201510, 073195, 175319,   89.9,  2.738,
0640201508, 073195, 175116,   99.4,  2.439,
0640201506, 073195, 174911,  150.1,  2.869,
0650210008, 082995, -00009,    5.0,  4.171,
0650210007, 082995, -00009,   25.0,  4.463,
0650210006, 082995, -00009,   45.0,  4.800,
0650210004, 082995, -00009,  100.0,  4.074,
0650210003, 082995, -00009,  125.0,  2.337,
0650210002, 082995, -00009,  150.0,  1.935,
0660201418, 092895, 100216,    4.9,  4.288,
0660201417, 092895, 100058,   16.0,  4.416,
0660201416, 092895, 100010,   24.8,  4.564,
0660201415, 092895, 095904,   34.9,  6.326,
0660201414, 092895, 095806,   44.2,  5.556,
0660201413, 092895, 095714,   54.7,  6.673,
0660201412, 092895, 095624,   64.5,  6.453,
0660201411, 092895, 095526,   74.6,  5.198,
0660201410, 092895, 095416,   94.1,  5.489,
0660201409, 092895, 095332,   99.3,  5.099,
0660201408, 092895, 095232,  110.7,  3.263,
0660201407, 092895, 095125,  124.9,  2.256,
0660201406, 092895, 095009,  149.7,  2.020,
0660201405, 092895, 094839,  174.3,  1.705,
0670210008, 102795, -00009,    5.0,  5.121,
0670210007, 102795, -00009,   25.0,  5.011,
0670210006, 102795, -00009,   45.0,  5.142,
0670210005, 102795, -00009,   75.0,  5.157,
0670210004, 102795, -00009,  100.0,  3.745,
0670210003, 102795, -00009,  125.0,  2.908,
0670210002, 102795, -00009,  150.0,  2.530,
0670210001, 102795, -00009,  175.0,  2.307,
0680210008, 111795, -00009,    5.0,  4.308,
0680210007, 111795, -00009,   25.0,  4.391,
0680210006, 111795, -00009,   45.0,  4.351,
0680210005, 111795, -00009,   75.0,  4.130,
0680210004, 111795, -00009,  100.0,  3.786,
0680210003, 111795, -00009,  125.0,  2.455,
0680210002, 111795, -00009,  150.0,  1.925,
0690210008, 011796, -00009,    5.0,  5.798,
0690210007, 011796, -00009,   25.0,  5.466,
0690210006, 011796, -00009,   45.0,  5.771,
0690210005, 011796, -00009,   75.0,  4.983,
0690210004, 011796, -00009,  100.0,  4.262,
0690210003, 011796, -00009,  125.0,  2.735,
0690210002, 011796, -00009,  150.0,  2.013,
0700210008, 032796, -00009,    5.0,  6.278,
0700210007, 032796, -00009,   25.0,  6.359,
0700210006, 032796, -00009,   45.0,  6.684,
0700210005, 032796, -00009,   75.0,  7.002,
0700210004, 032796, -00009,  100.0,  5.121,
0700210003, 032796, -00009,  125.0,  4.163,
0700210001, 032796, -00009,  175.0,  2.870,
0710210008, 042496, -00009,    5.0,  6.118,
0710210007, 042496, -00009,   25.0,  6.562,
0710210006, 042496, -00009,   45.0,  6.296,
0710210004, 042496, -00009,  100.0,  5.104,
0710210003, 042496, -00009,  125.0,  5.150,
0720210008, 052296, -00009,    5.0,  6.098,
0720210007, 052296, -00009,   25.0,  7.832,
0720210006, 052296, -00009,   45.0,  7.981,
0720210005, 052296, -00009,   75.0,  5.947,
0720210004, 052296, -00009,  100.0,  4.974,
0720210003, 052296, -00009,  125.0,  3.762,
0720210002, 052296, -00009,  150.0,  3.547,
0730210008, 062696, -00009,    5.0,  6.557,
0730210007, 062696, -00009,   25.0,  6.459,
0730210006, 062696, -00009,   45.0,  6.607,
0730210005, 062696, -00009,   75.0,  6.619,
0730210004, 062696, -00009,  100.0,  5.726,
0730210003, 062696, -00009,  125.0,  5.121,
0730210002, 062696, -00009,  150.0,  4.545,
0740210008, 072796, -00009,    5.0,  4.289,
0740210007, 072796, -00009,   25.0,  4.440,
0740210006, 072796, -00009,   45.0,  4.653,
0740210005, 072796, -00009,   75.0,  5.347,
0740210004, 072796, -00009,  100.0,  4.118,
0740210003, 072796, -00009,  125.0,  2.849,
0740210002, 072796, -00009,  150.0,  2.212,
0750210008, 082196, -00009,    5.0,  6.132,
0750210007, 082196, -00009,   25.0,  6.164,
0750210006, 082196, -00009,   45.0,  7.672,
0750210005, 082196, -00009,   75.0,  5.788,
0750210004, 082196, -00009,  100.0,  4.872,
0750210003, 082196, -00009,  125.0,  3.580,
0750210002, 082196, -00009,  150.0,  2.597,
0750210001, 082196, -00009,  175.0,  2.516,
0760210008, 100296, -00009,    5.0,  6.858,
0760210007, 100296, -00009,   25.0,  5.684,
0760210006, 100296, -00009,   45.0,  5.382,
0760210005, 100296, -00009,   75.0,  4.789,
0760210003, 100296, -00009,  125.0,  2.768,
0760210002, 100296, -00009,  150.0,  2.331,
0770210008, 103096, -00009,    5.0,  4.607,
0770210007, 103096, -00009,   25.0,  4.864,
0770210006, 103096, -00009,   45.0,  4.729,
0770210005, 103096, -00009,   75.0,  4.387,
0770210004, 103096, -00009,  100.0,  3.756,
0770210003, 103096, -00009,  125.0,  2.772,
0770210002, 103096, -00009,  150.0,  2.324,
0770210001, 103096, -00009,  175.0,  1.896,
0780210008, 121196, -00009,    5.0,  4.516,
0780210007, 121196, -00009,   25.0,  4.724,
0780210006, 121196, -00009,   45.0,  4.537,
0780210005, 121196, -00009,   75.0,  4.350,
0780210004, 121196, -00009,  100.0,  4.491,
0780210003, 121196, -00009,  125.0,  3.089,
0780210002, 121196, -00009,  150.0,  2.863,
0790210008, 010897, -00009,    5.0,  4.432,
0790210007, 010897, -00009,   25.0,  4.478,
0790210006, 010897, -00009,   45.0,  4.417,
0790210005, 010897, -00009,   75.0,  4.497,
0790210004, 010897, -00009,  100.0,  3.690,
0790210003, 010897, -00009,  125.0,  2.995,
0790210002, 010897, -00009,  150.0,  3.314,
0790210001, 010897, -00009,  175.0,  2.357,
0800210008, 021897, -00009,    5.0,  4.375,
0800210007, 021897, -00009,   25.0,  4.513,
0800210006, 021897, -00009,   45.0,  4.683,
0800210005, 021897, -00009,   75.0,  4.535,
0800210004, 021897, -00009,  100.0,  4.276,
0800210003, 021897, -00009,  125.0,  3.954,
0800210001, 021897, -00009,  175.0,  3.155,
0810210008, 031297, -00009,    5.0,  5.397,
0810210007, 031297, -00009,   25.0,  5.701,
0810210006, 031297, -00009,   45.0,  5.131,
0810210005, 031297, -00009,   75.0,  3.156,
0810210004, 031297, -00009,  100.0,  4.359,
0810210003, 031297, -00009,  125.0,  3.089,
0810210002, 031297, -00009,  150.0,  2.440,
0820210008, 040997, -00009,    5.0,  4.418,
0820210007, 040997, -00009,   25.0,  4.943,
0820210006, 040997, -00009,   45.0,  5.116,
0820210005, 040997, -00009,   75.0,  3.705,
0820210004, 040997, -00009,  100.0,  2.342,
0820210003, 040997, -00009,  125.0,  1.836,
0820210002, 040997, -00009,  150.0,  1.571,
0820210001, 040997, -00009,  175.0,  1.787,
0830210008, 050797, -00009,    5.0,  3.823,
0830210007, 050797, -00009,   25.0,  3.891,
0830210006, 050797, -00009,   45.0,  4.480,
0830210005, 050797, -00009,   75.0,  4.371,
0830210004, 050797, -00009,  100.0,  4.230,
0830210003, 050797, -00009,  125.0,  3.478,
0830210002, 050797, -00009,  150.0,  2.799,
0830210001, 050797, -00009,  175.0,  2.106,
0840210008, 060497, -00009,    5.0,  3.068,
0840210007, 060497, -00009,   25.0,  3.038,
0840210006, 060497, -00009,   45.0,  3.568,
0840210005, 060497, -00009,   75.0,  3.662,
0840210004, 060497, -00009,  100.0,  3.195,
0840210003, 060497, -00009,  125.0,  2.901,
0840210002, 060497, -00009,  150.0,  2.103,
0840210001, 060497, -00009,  175.0,  1.389,
0850210008, 070997, -00009,    5.0,  4.197,
0850210007, 070997, -00009,   25.0,  4.145,
0850210006, 070997, -00009,   45.0,  4.030,
0850210005, 070997, -00009,   75.0,  5.192,
0850210004, 070997, -00009,  100.0,  4.510,
0850210003, 070997, -00009,  125.0,  3.569,
0850210002, 070997, -00009,  150.0,  2.579,
0860210008, 080297, -00009,    5.0,  6.836,
0860210007, 080297, -00009,   25.0,  7.057,
0860210006, 080297, -00009,   45.0,  7.560,
0860210005, 080297, -00009,   75.0,  7.395,
0860210004, 080297, -00009,  100.0,  5.774,
0860210003, 080297, -00009,  125.0,  3.472,
0860210002, 080297, -00009,  150.0,  2.824,
0860210001, 080297, -00009,  175.0,  4.138,
0870210008, 092597, -00009,    5.0,  4.967,
0870210007, 092597, -00009,   25.0,  5.053,
0870210006, 092597, -00009,   45.0,  4.898,
0870210005, 092597, -00009,   75.0,  5.365,
0870210004, 092597, -00009,  100.0,  4.741,
0870210003, 092597, -00009,  125.0,  3.825,
0870210002, 092597, -00009,  150.0,  2.686,
0890210008, 011198, -00009,    5.0,  3.717,
0890210007, 011198, -00009,   25.0,  3.631,
0890210006, 011198, -00009,   45.0,  3.693,
0890210005, 011198, -00009,   75.0,  3.286,
0890210004, 011198, -00009,  100.0,  3.101,
0890210003, 011198, -00009,  125.0,  2.156,
0890210002, 011198, -00009,  150.0,  1.627,
0890210001, 011198, -00009,  175.0,  2.175,
0900210008, 021998, -00009,    5.0,  4.322,
0900210007, 021998, -00009,   25.0,  4.145,
0900210006, 021998, -00009,   45.0,  3.981,
0900210005, 021998, -00009,   75.0,  4.285,
0900210004, 021998, -00009,  100.0,  3.227,
0900210003, 021998, -00009,  125.0,  2.265,
0910210008, 031898, -00009,    5.0,  3.773,
0910210007, 031898, -00009,   25.0,  3.403,
0910210006, 031898, -00009,   45.0,  3.763,
0910210005, 031898, -00009,   75.0,  2.851,
0910210004, 031898, -00009,  100.0,  2.588,
0910210003, 031898, -00009,  125.0,  2.322,
0910210002, 031898, -00009,  150.0,  1.970,
0910210001, 031898, -00009,  175.0,  2.091,
0920210008, 041598, -00009,    5.0,  1.527,
0920210007, 041598, -00009,   25.0,  1.726,
0920210006, 041598, -00009,   45.0,  2.041,
